Book,Treatment,T Type,Treatment filter,AI Name (Rule),Description (Rule),AI filter,Type,Trigger,AggrLevel,Posting Field,D/C,Mapped Account,Account,Account filter,Category,Description,ReversalMethod,StartDate,EndDate,RollingConv,HistAmend,Suppress,RevExclusion,RevFreq,ExcludeFXConv,FXConvDate,Periodic
Treasury,Bond FVTPL,Trade,A_TR_Bond FVTPL,Bond_TD_Daily Interest Accrual,Interest Accrued Daily Bond,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Accrued Interest,Credit,Bond Interest Income FVTPL,05-015 Bond Interest Income FVTPL,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Value Day,Accounting Expiry Day-1 Business Day,Mod. Following,No,No,None,Daily,No,,Yes
Treasury,Bond FVTPL,Trade,A_TR_Bond FVTPL,Bond_TD_Daily MtM Trade Contract Ref BUPL,Daily reval of bond positions,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Book Unrealized Profit and Loss,Debit,Bond UPL BS FVTPL,01-025 Bond UPL BS FVTPL,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Instrument Expiry Date,None,No,No,None,Daily,No,,Yes
Treasury,Bond FVTPL,Trade,A_TR_Bond FVTPL,Bond_TD_Daily MtM Trade Contract Ref BUPL,Daily reval of bond positions,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Book Unrealized Profit and Loss,Credit,Bond UPL PL FVTPL,05-013 Bond UPL PL FVTPL,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Value Day,Accounting Instrument Expiry Date,None,No,No,None,Daily,No,,Yes
Treasury,Bond FVTPL,Trade,A_TR_Bond FVTPL,Bond_TD_Trade Date OffBalance,Bond Offbalance Trade Date,A_AI_TD_All,Trade,End of Day,Trade,Original Premium Accounting,Debit,Accounts Payable,03-017 Accounts Payable,A_AC_All,Off Balance Sheet,,Default,Accounting Trade Time,Accounting Trade Time,None,Yes,No,None,Daily,No,,No
Treasury,Bond FVTPL,Trade,A_TR_Bond FVTPL,Bond_TD_Trade Date OffBalance,Bond Offbalance Trade Date,A_AI_TD_All,Trade,End of Day,Trade,Original Premium Accounting,Credit,Security Receivable,01-017 Security Receivable,A_AC_All,Off Balance Sheet,,Default,Accounting Trade Time,Accounting Trade Time,None,Yes,No,None,Daily,No,,No
Treasury,Bond FVTPL,Trade,A_TR_Bond FVTPL,Bond_TD_Value Date OffBalance,Bond Offbalance Value Date,A_AI_TD_All,Trade,End of Day,Trade,Original Premium Accounting,Credit,Accounts Payable,03-017 Accounts Payable,A_AC_All,Off Balance Sheet,,Default,Accounting Value Day,Accounting Value Day,None,Yes,No,None,Daily,No,,No
Treasury,Bond FVTPL,Trade,A_TR_Bond FVTPL,Bond_TD_Value Date OffBalance,Bond Offbalance Value Date,A_AI_TD_All,Trade,End of Day,Trade,Original Premium Accounting,Debit,Security Receivable,01-017 Security Receivable,A_AC_All,Off Balance Sheet,,Default,Accounting Value Day,Accounting Value Day,None,Yes,No,None,Daily,No,,No
Treasury,Bond FVTPL,Trade,A_TR_Bond FVTPL,Bond_TD_Value Date Principal,Bond OnBalance Value Date,A_AI_TD_Buy,Trade,Real Time,Trade,Accounting Traded Interest,Credit,Bond Interest Accrued FVTPL,01-028 Bond Interest Accrued FVTPL,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Value Day,None,No,No,None,Daily,No,,No
Treasury,Bond FVTPL,Trade,A_TR_Bond FVTPL,Bond_TD_Value Date Principal,Bond OnBalance Value Date,A_AI_TD_Buy,Trade,Real Time,Trade,Nominal Amount Accounting,Debit,Bond Investment Account FVTPL,01-026 Bond Investment Account FVTPL,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Value Day,None,No,No,None,Daily,No,,No
Treasury,Bond FVTPL,Trade,A_TR_Bond FVTPL,Bond_TD_Value Date Principal,Bond OnBalance Value Date,A_AI_TD_Buy,Trade,Real Time,Trade,Original Premium Discount,Debit,Bond Unamortised Premium Discount FVTPL,01-027 Bond Unamortised Premium Discount FVTPL,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Value Day,None,No,No,None,Daily,No,,No
Treasury,Bond FVTPL,Trade,A_TR_Bond FVTPL,Bond_TD_Value Date Principal,Bond OnBalance Value Date,A_AI_TD_Buy,Trade,Real Time,Trade,Original Premium Accounting,Debit,Cash Accounts Client,Cash Accounts Client,A_AC_Client,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Value Day,None,No,No,None,Daily,No,,No
Treasury,Bond FVTPL,Trade,A_TR_Bond FVTPL,Bond_TD_Value Date Principal,Bond OnBalance Value Date,A_AI_TD_Buy,Trade,Real Time,Trade,Original Premium Accounting,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_Nostro,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Value Day,None,No,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_MF Fee Trade,Fee Trade Pay Date,A_AI_MF_All Fee,Money Flow,End of Day,Trade,Cash Analysis Projected,Credit,Bond Futures PL Fees And Charges,05-022 Bond Futures PL Fees And Charges,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_MF Fee Trade,Fee Trade Pay Date,A_AI_MF_All Fee,Money Flow,End of Day,Trade,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_MF RPL Payout on Expiry,,A_AI_MF_Payout,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,Bond Futures PL Trading,05-023 Bond Futures PL Trading,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,No,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_MF RPL Payout on Expiry,,A_AI_MF_Payout,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,No,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_MF_Termination Fee RPL,Termination Fee RPL,A_AI_MF_TerminationFee,Money Flow,End of Day,Trade,Cash Analysis Projected,Credit,Bond Futures PL Trading,05-023 Bond Futures PL Trading,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_MF_Termination Fee RPL,Termination Fee RPL,A_AI_MF_TerminationFee,Money Flow,End of Day,Trade,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_TD_Daily MtM Contract BUPL,Futures MtM Trade Contract Ref BUPL,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Book Unrealized Profit and Loss,Debit,Bond Futures UPL BS,01-044 Bond Futures UPL BS,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Expiry Day-1 Business Day,Mod. Following,No,No,None,Daily,No,,Yes
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_TD_Daily MtM Contract BUPL,Futures MtM Trade Contract Ref BUPL,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Book Unrealized Profit and Loss,Credit,Bond Futures UPL PL,05-021 Bond Futures UPL PL,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Expiry Day-1 Business Day,Mod. Following,No,No,None,Daily,No,,Yes
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_TD_OffBalance,OffBalance Trade Date Futures,A_AI_TD_Normal,Trade,End of Day,Trade,Nominal Amount Accounting,Debit,Bond Futures Offbalance Asset,01-040 Bond Futures Offbalance Asset,A_AC_Pos,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_TD_OffBalance,OffBalance Trade Date Futures,A_AI_TD_Normal,Trade,End of Day,Trade,Nominal Amount Accounting,Credit,Bond Futures Offbalance Asset Contra,01-041 Bond Futures Offbalance Asset Contra,A_AC_Neg,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_TD_OffBalance,OffBalance Trade Date Futures,A_AI_TD_Normal,Trade,End of Day,Trade,Nominal Amount Accounting,Debit,Bond Futures Offbalance Liability,01-042 Bond Futures Offbalance Liability,A_AC_Neg,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_TD_OffBalance,OffBalance Trade Date Futures,A_AI_TD_Normal,Trade,End of Day,Trade,Nominal Amount Accounting,Credit,Bond Futures Offbalance Liability Contra,01-043 Bond Futures Offbalance Liability Contra,A_AC_Pos,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_TD_OffBalance Closing,OffBalance Closing Date Futures,A_AI_TD_Close,Trade,End of Day,Trade,Nominal Amount Accounting,Debit,Bond Futures Offbalance Asset,01-040 Bond Futures Offbalance Asset,A_AC_Neg,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_TD_OffBalance Closing,OffBalance Closing Date Futures,A_AI_TD_Close,Trade,End of Day,Trade,Nominal Amount Accounting,Credit,Bond Futures Offbalance Asset Contra,01-041 Bond Futures Offbalance Asset Contra,A_AC_Pos,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_TD_OffBalance Closing,OffBalance Closing Date Futures,A_AI_TD_Close,Trade,End of Day,Trade,Nominal Amount Accounting,Debit,Bond Futures Offbalance Liability,01-042 Bond Futures Offbalance Liability,A_AC_Pos,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_TD_OffBalance Closing,OffBalance Closing Date Futures,A_AI_TD_Close,Trade,End of Day,Trade,Nominal Amount Accounting,Credit,Bond Futures Offbalance Liability Contra,01-043 Bond Futures Offbalance Liability Contra,A_AC_Neg,Off Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_TD_OffBalance Expiry Contract,OffBalance Expiry Date Futures,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Credit,Bond Futures Offbalance Asset,01-040 Bond Futures Offbalance Asset,A_AC_Neg,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_TD_OffBalance Expiry Contract,OffBalance Expiry Date Futures,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Debit,Bond Futures Offbalance Asset Contra,01-041 Bond Futures Offbalance Asset Contra,A_AC_Pos,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_TD_OffBalance Expiry Contract,OffBalance Expiry Date Futures,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Credit,Bond Futures Offbalance Liability,01-042 Bond Futures Offbalance Liability,A_AC_Pos,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,Bond Futures,Trade,A_TR_Bond Futures,Bond Futures_TD_OffBalance Expiry Contract,OffBalance Expiry Date Futures,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Nominal Amount Accounting,Debit,Bond Futures Offbalance Liability Contra,01-043 Bond Futures Offbalance Liability Contra,A_AC_Neg,Off Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,Mod. Following,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Maturity Date Final Exchange,CCS Final exchange amount on maturity date,A_AI_MF_FinalExchange,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,CCS - Principal Payable,03-020 CCS - Principal Payable,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Maturity Date Final Exchange,CCS Final exchange amount on maturity date,A_AI_MF_FinalExchange,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,CCS - Principal Receivable,01-030 CCS - Principal Receivable,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Maturity Date Final Exchange,CCS Final exchange amount on maturity date,A_AI_MF_FinalExchange,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Instrument Expiry Date,Accounting Instrument Expiry Date,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Pay Date Interest,CCS Interest Settlement on pay date,A_AI_MF_FixedFloatRateIntAcc,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Pay Date Interest,CCS Interest Settlement on pay date,A_AI_MF_FixedFloatRateIntAcc,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,IRS / CCS - Interest Income,05-019 IRS / CCS - Interest Income,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Pay Date Termination Fee,CCS Termination Fee on Pay Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Pay Date Termination Fee,CCS Termination Fee on Pay Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,IRS / CCS - Unwind Settlement Payable,03-023 IRS / CCS - Unwind Settlement Payable,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Pay Date Termination Fee,CCS Termination Fee on Pay Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,IRS / CCS - Unwind Settlement Receivable,01-036 IRS / CCS - Unwind Settlement Receivable,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Trade Date Initial Exchange,CCS Initial exchange amount on trade date,A_AI_MF_InitialExchange,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,CCS - Principal Payable,03-020 CCS - Principal Payable,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Trade Date Initial Exchange,CCS Initial exchange amount on trade date,A_AI_MF_InitialExchange,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,CCS - Principal Payable,03-020 CCS - Principal Payable,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Trade Date Initial Exchange,CCS Initial exchange amount on trade date,A_AI_MF_InitialExchange,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,CCS - Principal Receivable,01-030 CCS - Principal Receivable,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Trade Date Initial Exchange,CCS Initial exchange amount on trade date,A_AI_MF_InitialExchange,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,CCS - Principal Receivable,01-030 CCS - Principal Receivable,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Trade Date Termination Fee,CCS Termination Fee on Trade Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,IRS / CCS - Interest Income,05-019 IRS / CCS - Interest Income,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Trade Date Termination Fee,CCS Termination Fee on Trade Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,IRS / CCS - Unwind Settlement Payable,03-023 IRS / CCS - Unwind Settlement Payable,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Trade Date Termination Fee,CCS Termination Fee on Trade Date,A_AI_MF_TerminationFee,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,IRS / CCS - Unwind Settlement Receivable,01-036 IRS / CCS - Unwind Settlement Receivable,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Value Date Initial Exchange,CCS Initial exchange amount on value date,A_AI_MF_InitialExchange,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,CCS - Principal Payable,03-020 CCS - Principal Payable,A_AC_Pos,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Value Date Initial Exchange,CCS Initial exchange amount on value date,A_AI_MF_InitialExchange,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,CCS - Principal Receivable,01-030 CCS - Principal Receivable,A_AC_Neg,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_MF_Value Date Initial Exchange,CCS Initial exchange amount on value date,A_AI_MF_InitialExchange,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Credit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Value Day,Accounting Moneyflow Value Day,None,Yes,No,None,Daily,No,,No
Treasury,CCS,Trade,A_TR_CCS,CCS_TD_Daily Mark to Market,CCS Daily Mark to Market,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Unrealized Profit and Loss,Debit,IRS / CCS - MtM Reval,01-037 IRS / CCS - MtM Reval,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Instrument Expiry Date,None,No,No,None,Daily,No,,Yes
Treasury,CCS,Trade,A_TR_CCS,CCS_TD_Daily Mark to Market,CCS Daily Mark to Market,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Unrealized Profit and Loss,Credit,IRS / CCS - Reval PL,05-017 IRS / CCS - Reval PL,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Trade Time,Accounting Instrument Expiry Date,None,No,No,None,Daily,No,,Yes
Treasury,Deposit,Trade,A_TR_Borrowing,DepoLoan_MF_Pay Date Interest Settlement,Interest Settlement on Pay Day,A_AI_MF_Interest,Money Flow,Real Time,Contract Trade Number,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Deposit,Trade,A_TR_Borrowing,DepoLoan_MF_Pay Date Interest Settlement,Interest Settlement on Pay Day,A_AI_MF_Interest,Money Flow,Real Time,Contract Trade Number,Cash Analysis Projected,Credit,LoanDepo Accrual Liabilities,03-022 LoanDepo Accrual Liabilities,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Deposit,Trade,A_TR_Borrowing,DepoLoan_MF_Repay Date Principal,Deposit and Loan Nominals at Maturity Date,A_AI_MF_FixedAmount,Money Flow,Real Time,Trade,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Deposit,Trade,A_TR_Borrowing,DepoLoan_MF_Repay Date Principal,Deposit and Loan Nominals at Maturity Date,A_AI_MF_FixedAmount,Money Flow,Real Time,Trade,Cash Analysis Projected,Credit,LoanDepo Principal Liabilities,03-021 LoanDepo Principal Liabilities,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Deposit,Trade,A_TR_Borrowing,DepoLoan_MF_Trade Date Offbalance Principal,DepoLoan_Trade Date Offbalance Principal,A_AI_MF_Premium,Money Flow,End of Day,Trade,Cash Analysis Projected,Credit,LoanDepo Principal Liabilities OffBalance,01-034 LoanDepo Principal Liabilities OffBalance,A_AC_All,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,None,Yes,No,None,Daily,No,,No
Treasury,Deposit,Trade,A_TR_Borrowing,DepoLoan_MF_Trade Date Offbalance Principal,DepoLoan_Trade Date Offbalance Principal,A_AI_MF_Premium,Money Flow,End of Day,Trade,Cash Analysis Projected,Debit,LoanDepo Principal Liabilities OffBalance Contra,01-035 LoanDepo Principal Liabilities OffBalance Contra,A_AC_All,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,None,Yes,No,None,Daily,No,,No
Treasury,Deposit,Trade,A_TR_Borrowing,DepoLoan_MF_Value Date Offbalance Principal,DepoLoan_Value Date Offbalance Principal,A_AI_MF_Premium,Money Flow,End of Day,Trade,Cash Analysis Projected,Debit,LoanDepo Principal Liabilities OffBalance,01-034 LoanDepo Principal Liabilities OffBalance,A_AC_All,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Deposit,Trade,A_TR_Borrowing,DepoLoan_MF_Value Date Offbalance Principal,DepoLoan_Value Date Offbalance Principal,A_AI_MF_Premium,Money Flow,End of Day,Trade,Cash Analysis Projected,Credit,LoanDepo Principal Liabilities OffBalance Contra,01-035 LoanDepo Principal Liabilities OffBalance Contra,A_AC_All,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Deposit,Trade,A_TR_Borrowing,DepoLoan_MF_Value Date Principal,Deposit and Loan Premium on Value Date,A_AI_MF_Premium,Money Flow,Real Time,Trade,Cash Analysis Projected,Debit,Cash Accounts Nostro,Cash Accounts Nostro,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Deposit,Trade,A_TR_Borrowing,DepoLoan_MF_Value Date Principal,Deposit and Loan Premium on Value Date,A_AI_MF_Premium,Money Flow,Real Time,Trade,Cash Analysis Projected,Credit,LoanDepo Principal Liabilities,03-021 LoanDepo Principal Liabilities,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Moneyflow Pay Day,Accounting Moneyflow Pay Day,None,Yes,No,None,Daily,No,,No
Treasury,Deposit,Trade,A_TR_Borrowing,DepoLoan_TD_Daily Interest Accrual,Interest Accrued Daily for DepoLoan,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Instrument Accrued,Debit,LoanDepo Accrual Liabilities,03-022 LoanDepo Accrual Liabilities,A_AC_All,Balance Sheet,,Reverse and Replace,Accounting Value Day,Accounting Instrument Expiry Date,Mod. Following,No,No,None,Daily,No,,Yes
Treasury,Deposit,Trade,A_TR_Borrowing,DepoLoan_TD_Daily Interest Accrual,Interest Accrued Daily for DepoLoan,A_AI_TD_All,Trade,End of Day,Contract Trade Number,Portfolio Instrument Accrued,Credit,LoanDepo Interest Expense,07-004 LoanDepo Interest Expense,A_AC_All,Revenue Sheet,,Reverse and Replace,Accounting Value Day,Accounting Instrument Expiry Date,Mod. Following,No,No,None,Daily,No,,Yes
Treasury,FX,Trade,A_TR_FX,FX_MF_Closing Date OffBalance Principal,FX OffBalance on Closing Date,A_AI_MF_PremiumFX_Closing,Money Flow,End of Day,Contract Trade Number,Cash Analysis Projected,Debit,FX Forward - Principal Buy - Offbalance,01-004 FX Forward - Principal Buy - Offbalance,A_AC_Neg_FXFwd_Contract,Off Balance Sheet,,Reverse and Replace,Accounting Moneyflow Trade Time,Accounting Moneyflow Trade Time,Mod. Following,Yes,No,None,Daily,No,,No
